Liczba punktów,KDTree Build [s],QuadTree Build [s],KDTree Search [s],QuadTree Search [s]
10050,0.1661360263824463,0.1839902400970459,8.082389831542969e-05,8.416175842285156e-05
20050,0.3152780532836914,0.9463708400726318,0.00011873245239257812,0.0001392364501953125
30050,1.0055506229400635,0.9049961566925049,0.00012683868408203125,8.0108642578125e-05
40050,1.452087640762329,1.6685521602630615,0.00020241737365722656,0.00011157989501953125
50050,1.9215121269226074,4.1223883628845215,0.00015020370483398438,9.846687316894531e-05
60050,2.3487679958343506,1.9295287132263184,0.00014519691467285156,0.0001201629638671875
70050,2.5560293197631836,2.1688077449798584,0.0001678466796875,0.00020623207092285156
80050,2.7966156005859375,2.4384305477142334,0.00014734268188476562,0.00013184547424316406
90050,4.10786247253418,3.1124818325042725,0.00014209747314453125,0.00013899803161621094
100050,4.018624544143677,3.4257755279541016,0.00017881393432617188,0.0001506805419921875
