Liczba punktów,KDTree Build [s],QuadTree Build [s],KDTree Search [s],QuadTree Search [s]
10000,0.09829521179199219,0.12096595764160156,0.0018007755279541016,0.003803253173828125
20164,0.19725537300109863,0.4933805465698242,0.0025310516357421875,0.007252216339111328
30276,0.8447902202606201,0.7275724411010742,0.0024356842041015625,0.00963282585144043
40000,1.4875142574310303,0.9410037994384766,0.0030236244201660156,0.011977434158325195
50176,1.4299118518829346,1.1744179725646973,0.003858327865600586,0.015246868133544922
60025,1.7222414016723633,2.02630352973938,0.004666566848754883,0.01869940757751465
70225,2.0918562412261963,1.7042973041534424,0.004550933837890625,0.021785974502563477
80089,2.421600341796875,1.226400375366211,0.006247758865356445,0.025760173797607422
90000,6.065025329589844,2.192049503326416,0.00551915168762207,0.028049707412719727
100489,3.1121857166290283,2.5409321784973145,0.006070375442504883,0.0294339656829834
