Liczba punktów,KDTree Build [s],QuadTree Build [s],KDTree Search [s],QuadTree Search [s]
10000,0.1542520523071289,0.1652989387512207,0.0019180774688720703,0.008850336074829102
20000,0.5095560550689697,0.5943882465362549,0.0034356117248535156,0.021735429763793945
30000,1.4006068706512451,0.5707030296325684,0.004646778106689453,0.03000020980834961
40000,1.7062368392944336,1.132784128189087,0.00627589225769043,0.03577733039855957
50000,1.7802495956420898,1.4050941467285156,0.008652210235595703,0.04540514945983887
60000,2.044870615005493,2.2807490825653076,0.008229494094848633,0.053777456283569336
70000,2.5188076496124268,2.162590980529785,0.010043621063232422,0.08014655113220215
80000,2.9613394737243652,2.4678897857666016,0.011536121368408203,0.07599067687988281
90000,3.4579017162323,2.9940898418426514,0.012919425964355469,0.09558367729187012
100000,6.293757915496826,3.2011942863464355,0.0143890380859375,0.09384918212890625
