Liczba punktów,KDTree Build [s],QuadTree Build [s],KDTree Search [s],QuadTree Search [s]
10000,0.1486198902130127,0.19544386863708496,0.001252889633178711,0.0028450489044189453
20000,0.5398902893066406,0.25826501846313477,0.0020792484283447266,0.006618976593017578
30000,0.9000136852264404,0.5973296165466309,0.0029299259185791016,0.008342504501342773
40000,0.9731721878051758,0.8188071250915527,0.003556489944458008,0.010672330856323242
50000,1.2793927192687988,1.0039420127868652,0.004219770431518555,0.013618946075439453
60000,1.5434956550598145,1.1798779964447021,0.004328250885009766,0.01640772819519043
70000,1.7607932090759277,1.966055154800415,0.005162477493286133,0.019702672958374023
80000,2.1428487300872803,1.643390417098999,0.005744218826293945,0.02243804931640625
90000,2.479642152786255,1.8632590770721436,0.006691694259643555,0.02619624137878418
100000,2.6855275630950928,2.0705933570861816,0.006719350814819336,0.02846837043762207
