Liczba punktów,KDTree Build [s],QuadTree Build [s],KDTree Search [s],QuadTree Search [s]
10000,0.1024928092956543,0.13446855545043945,0.0026412010192871094,0.00710749626159668
20000,0.21016788482666016,0.8250927925109863,0.0037877559661865234,0.01677083969116211
30000,0.9114303588867188,0.44736576080322266,0.005131244659423828,0.023628950119018555
40000,1.738084077835083,0.601032018661499,0.00679779052734375,0.03154921531677246
50000,2.0087969303131104,0.7790470123291016,0.008955001831054688,0.04146289825439453
60000,2.314629077911377,0.9464948177337646,0.010842084884643555,0.05042719841003418
70000,2.5089926719665527,1.1017088890075684,0.01261281967163086,0.05762052536010742
80000,2.8331668376922607,2.1989572048187256,0.012484073638916016,0.06765317916870117
90000,2.0795469284057617,2.317434072494507,0.013891220092773438,0.07517147064208984
100000,2.2525503635406494,2.495192527770996,0.016919612884521484,0.0814824104309082
