Liczba punktów,KDTree Build [s],QuadTree Build [s],KDTree Search [s],QuadTree Search [s]
10000,0.08295845985412598,0.09554767608642578,0.0011878013610839844,0.002004384994506836
20164,0.15885376930236816,0.35756564140319824,0.0016548633575439453,0.00437474250793457
30276,0.6153411865234375,0.5302877426147461,0.0017459392547607422,0.005689859390258789
40000,0.869626522064209,0.6917746067047119,0.0022857189178466797,0.007035970687866211
50176,1.1056721210479736,0.8626782894134521,0.0026559829711914062,0.008944988250732422
60025,1.7360382080078125,1.0592875480651855,0.002729654312133789,0.011461019515991211
70225,1.5745739936828613,1.2682924270629883,0.0031714439392089844,0.012795448303222656
80089,1.7563986778259277,1.4253430366516113,0.0032379627227783203,0.014976978302001953
90000,1.9669296741485596,1.6041536331176758,0.0034744739532470703,0.016489505767822266
100489,2.29132080078125,2.705770492553711,0.004269599914550781,0.020172119140625
